reference_id,deposit_status,assigned,recieved_at,university,i20_status,created_at,modified_at
1404629,Yes,"Anna Kluemke, Prince Tetteh",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1404686,Yes,"Victoria Dieckman, Palak Joshi, Prince Tetteh",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1404693,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1404700,No,"Catherine Donahue, Prince Tetteh",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1404742,Yes,"Brooke Armstrong, Divya Jhingan, Palak Joshi, Lavanya Thulasigam",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1404757,No,"Catherine Donahue, Prince Tetteh",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1404759,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1404762,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1404767,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1404775,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1404808,Yes,"Catherine Donahue, Palak Joshi, Prince Tetteh",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1404814,No,"Madeline Schurman, Prince Tetteh",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1404815,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1404824,Yes,"Catherine Donahue, Prince Tetteh",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1404914,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1404922,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1404965,Yes,"Catherine Donahue, Prince Tetteh",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1404972,Yes,"Aliia Raitova, Prince Tetteh",2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1404979,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1404980,Yes,"Catherine Donahue, Madeline Schurman, Prince Tetteh",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1404982,Yes,"Brooke Armstrong, Lavanya Thulasigam",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1404985,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1404987,No,"Palak Joshi, Fnu Mounika",2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1405078,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1405083,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1405141,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1405153,Yes,"Catherine Donahue, Yewon Kim, Madeline Schurman, Prince Tetteh",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1405156,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1405168,Yes,"Catherine Donahue, Palak Joshi, Anna Kluemke, Prince Tetteh",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1405191,Yes,"Yewon Kim, Anna Kluemke, Prince Tetteh",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1405254,No,"Catherine Donahue, Palak Joshi",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1405255,Yes,"Naresh Dama, Victoria Dieckman, Aaron Greenberg",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1405257,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1405314,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1405320,No,"Catherine Donahue, Yewon Kim, Prince Tetteh",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1405325,No,"Catherine Donahue, Prince Tetteh",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1405326,Yes,"Catherine Donahue, Prince Tetteh",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1405327,Yes,"Catherine Donahue, Prince Tetteh",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1407753,No,"Madeline Schurman, Prince Tetteh",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1407758,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1407761,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1407800,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1407805,No,"Catherine Donahue, Prince Tetteh",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1407811,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1407814,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1407819,No,Prince Tetteh,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1407836,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1407856,Yes,Prince Tetteh,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1407857,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1407905,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1407918,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1407923,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1407963,Yes,"Brooke Armstrong, Rebecca Bahan, Aaron Greenberg, Anna Kluemke",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1407965,Yes,"Aaron Greenberg, Prince Tetteh",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1407967,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1407991,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1408014,Yes,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1408018,No,"Catherine Donahue, Palak Joshi, Prince Tetteh",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1408023,Yes,"Naresh Dama, Victoria Dieckman, Catherine Donahue",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1408046,Yes,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1408049,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1408227,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1408233,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1408234,Yes,"Alexander Mikhailov, Prince Tetteh",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1408252,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1408253,Yes,"Catherine Donahue, Prince Tetteh",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1408266,Yes,"Catherine Donahue, Prince Tetteh",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1408269,Yes,"Naresh Dama, Catherine Donahue",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1408272,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1408284,Yes,"Victoria Dieckman, Prince Tetteh",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1408287,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1408302,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1408303,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1408317,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1408368,No,"Catherine Donahue, Prince Tetteh",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1408373,No,"Catherine Donahue, Aliia Raitova",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1408388,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1408389,Yes,Prince Tetteh,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1408397,No,"Naresh Dama, Catherine Donahue, Lavanya Thulasigam",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1408457,Yes,"Catherine Donahue, Palak Joshi",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1408459,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1408483,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1408493,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1408496,No,"Catherine Donahue, Prince Tetteh",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1408497,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1408523,Yes,Prince Tetteh,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1408528,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1408529,Yes,"Catherine Donahue, Prince Tetteh",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1408533,Yes,"Naresh Dama, Victoria Dieckman, Madeline Schurman, Prince Tetteh",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1408536,Yes,"Palak Joshi, Alexander Mikhailov",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1408537,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1408544,No,Prince Tetteh,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1408551,Yes,"Palak Joshi, Alexander Mikhailov",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1408557,No,"Catherine Donahue, Palak Joshi",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1408592,No,Prince Tetteh,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1408624,No,"Catherine Donahue, Fnu Mounika, Prince Tetteh",2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1408645,Yes,"Victoria Dieckman, Jason Marquart, Prince Tetteh",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1408650,Yes,"Catherine Donahue, Palak Joshi",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1408656,Yes,"Catherine Donahue, Prince Tetteh",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1408660,Yes,"Catherine Donahue, Prince Tetteh",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1408662,Yes,"Catherine Donahue, Palak Joshi",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1408682,Yes,"Catherine Donahue, Prince Tetteh",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1408691,Yes,"Brooke Armstrong, Prince Tetteh",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1408693,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1408720,Yes,"Catherine Donahue, Lavanya Thulasigam",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1408779,Yes,,2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1408785,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1408815,No,Palak Joshi,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1408820,Yes,"Catherine Donahue, Yewon Kim, Anna Kluemke",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1408827,Yes,"Catherine Donahue, Prince Tetteh",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1408849,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1408851,Yes,"Victoria Dieckman, Catherine Donahue, Prince Tetteh",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1408885,No,Fnu Mounika,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1408889,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1408896,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1408897,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1408900,No,"Palak Joshi, Alexander Mikhailov, Prince Tetteh",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1408905,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1408928,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1408958,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1408974,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1408979,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1409009,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1409010,No,"Madeline Schurman, Prince Tetteh",2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1409088,Yes,"Catherine Donahue, Palak Joshi",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1409095,Yes,"Catherine Donahue, Madeline Schurman, Prince Tetteh",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1409099,Yes,"Catherine Donahue, Palak Joshi, Mahi Mishra",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1409121,Yes,"Catherine Donahue, Palak Joshi",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1409139,Yes,"Naresh Dama, Catherine Donahue, Madeline Schurman",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1409147,Yes,"Rebecca Bahan, Catherine Donahue, Palak Joshi, Fnu Mounika",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1409168,No,Prince Tetteh,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1409177,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1409190,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1409207,Yes,"Victoria Dieckman, Prince Tetteh",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1409208,Yes,"Palak Joshi, Prince Tetteh",2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1409219,Yes,"Aaron Greenberg, Alexander Mikhailov, Prince Tetteh",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1409222,Yes,"Brooke Armstrong, Catherine Donahue, Yewon Kim",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1409235,Yes,"Catherine Donahue, Palak Joshi",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1409237,Yes,"Catherine Donahue, Prince Tetteh",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1409245,Yes,"Alexander Mikhailov, Prince Tetteh",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1409424,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1409425,No,"Catherine Donahue, Prince Tetteh",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1409430,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1409436,Yes,"Palak Joshi, Anna Kluemke",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1409440,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1409441,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1409453,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1409464,No,"Rebecca Bahan, Naresh Dama, Victoria Dieckman, Catherine Donahue",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1409465,No,"Catherine Donahue, Palak Joshi, Fnu Mounika",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1409481,No,Prince Tetteh,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1409483,Yes,"Palak Joshi, Anna Kluemke, Prince Tetteh",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1409490,No,Catherine Donahue,2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1409493,No,Yewon Kim,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1409497,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1409508,Yes,"Brooke Armstrong, Rebecca Bahan, Victoria Dieckman, Prince Tetteh",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1409512,Yes,"Alexander Mikhailov, Prince Tetteh",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1409513,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1409523,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1409559,Yes,"Alexander Mikhailov, Prince Tetteh",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1409570,Yes,"Palak Joshi, Alexander Mikhailov",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1409584,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1409587,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1409592,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1409595,Yes,"Catherine Donahue, Prince Tetteh",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1409600,Yes,"Catherine Donahue, Palak Joshi, Prince Tetteh",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1409607,Yes,"Catherine Donahue, Palak Joshi",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1409642,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1409644,No,"Madeline Schurman, Prince Tetteh",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1409645,No,"Palak Joshi, Alexander Mikhailov, Prince Tetteh",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1409646,Yes,"Catherine Donahue, Fnu Mounika, Prince Tetteh",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1409678,Yes,"Catherine Donahue, Fnu Mounika",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1409694,Yes,"Catherine Donahue, Fnu Mounika",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1409697,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1409700,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1409702,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1409713,Yes,"Catherine Donahue, Palak Joshi, Yewon Kim, Prince Tetteh",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1409716,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1409753,Yes,"Catherine Donahue, Prince Tetteh",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1409779,Yes,"Catherine Donahue, Palak Joshi",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1409783,No,Aliia Raitova,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1409792,Yes,"Victoria Dieckman, Prince Tetteh",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1409795,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1409804,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1409807,Yes,"Catherine Donahue, Prince Tetteh",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1409808,Yes,"Palak Joshi, Alexander Mikhailov, Prince Tetteh",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1409828,Yes,"Alexander Mikhailov, Prince Tetteh",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1409833,Yes,"Alexander Mikhailov, Prince Tetteh",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1409940,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1409950,No,"Catherine Donahue, Palak Joshi",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1409958,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1409971,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1409974,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1409977,Yes,"Catherine Donahue, Palak Joshi, Lavanya Thulasigam",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1409978,Yes,"Palak Joshi, Anna Kluemke, Prince Tetteh",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1409993,Yes,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1409997,Yes,"Catherine Donahue, Prince Tetteh",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1410054,Yes,"Catherine Donahue, Madeline Schurman, Prince Tetteh",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1410097,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1410110,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1410116,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1410117,Yes,"Catherine Donahue, Palak Joshi",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1410120,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1410121,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1410126,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1410133,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1410151,No,Aliia Raitova,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1410156,Yes,"Catherine Donahue, Palak Joshi",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1410157,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1410165,No,Prince Tetteh,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1410173,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1410182,Yes,"Catherine Donahue, Divya Jhingan, Palak Joshi, Prince Tetteh",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1410188,No,"Catherine Donahue, Palak Joshi, Gowri Manokari",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1410193,Yes,"Catherine Donahue, Palak Joshi, Prince Tetteh",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1410195,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1410263,Yes,"Catherine Donahue, Palak Joshi",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1410280,No,Prince Tetteh,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1410304,Yes,"Catherine Donahue, Madeline Schurman, Prince Tetteh",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1410347,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1410358,No,Aliia Raitova,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1410373,Yes,"Catherine Donahue, Palak Joshi",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1410374,Yes,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1410376,No,"Catherine Donahue, Fnu Mounika",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1410378,Yes,"Catherine Donahue, Madeline Schurman, Prince Tetteh",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1410389,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1410402,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1410408,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1410445,Yes,"Catherine Donahue, Yewon Kim",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1410488,Yes,"Anna Kluemke, Prince Tetteh",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1410491,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1410506,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1410510,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1410512,No,"Catherine Donahue, Palak Joshi",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1410516,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1410527,No,"Catherine Donahue, Lavanya Thulasigam",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1410530,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1410598,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1410599,No,Yewon Kim,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1410603,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1410605,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1410606,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1410607,No,"Fnu Mounika, Prince Tetteh",2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1410610,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1410629,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1410630,No,"Victoria Dieckman, Catherine Donahue, Palak Joshi, Prince Tetteh",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1410641,Yes,"Palak Joshi, Alexander Mikhailov",2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1410644,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1410646,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1410657,Yes,"Palak Joshi, Alexander Mikhailov",2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1410671,Yes,Catherine Donahue,2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1410672,Yes,Prince Tetteh,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1410673,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1410798,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1410799,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1410814,Yes,"Victoria Dieckman, Catherine Donahue, Palak Joshi, Yewon Kim, Prince Tetteh",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1410820,Yes,Prince Tetteh,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1410823,No,"Catherine Donahue, Prince Tetteh",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1410831,Yes,"Catherine Donahue, Divya Jhingan, Prince Tetteh",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1410834,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1410835,Yes,Prince Tetteh,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1410930,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1410935,Yes,"Catherine Donahue, Prince Tetteh",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1410939,No,"Victoria Dieckman, Fnu Mounika",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1410950,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1410960,Yes,"Alexander Mikhailov, Prince Tetteh",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1410963,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1410977,No,"Catherine Donahue, Palak Joshi",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1410983,No,"Catherine Donahue, Palak Joshi",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1410989,No,"Aaron Greenberg, Yewon Kim, Prince Tetteh",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1411108,No,"Victoria Dieckman, Palak Joshi",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1411114,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1411122,No,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
1411127,Yes,"Catherine Donahue, Prince Tetteh",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1411138,Yes,"Brooke Armstrong, Rebecca Bahan, Catherine Donahue, Prince Tetteh",2025-05-27,Saint Louis University,Yes,2025-05-27,2025-05-27
1411164,Yes,,2025-05-27,Saint Louis University,No,2025-05-27,2025-05-27
